,comp_name,job_location,job_summary,job_title,listed_job_salary,salary_estimated
2816,Lawrence Livermore National Laboratory (LLNL),"Livermore, CA 94550","Essential Duties- Contribute to the project objective to design, implement, field inquiries, commission and maintain/support systems for the National Ignition...",NIF Controls Hardware Engineer,,110000.0
2817,Komodo Health,"San Francisco, CA","Experience working with proprietary secondary data including medical / pharmacy claims, prescription data, sales data, and longitudinal patient-level data....",Data Scientist,,110000.0
2818,BOEING,"El Segundo, CA 90245",Skilled scientists and thinkers. We are seeking an Entry Level Systems Analysis and Data Visualization Engineer(Level 1) who will design and develop state-of...,Entry Level Systems Analysis and Data Visualization Engineer,,110000.0
2819,C3 IoT,"Redwood City, CA","Work closely with data scientists in early phases of products development to understand their research, develop new tools, and ensure smooth integration and...",Software Engineer - AI/Machine Learning,,110000.0
2820,realtor.com,"Santa Clara, CA","Work with our data scientists on challenging problems that involve AI / Data Science in domains such as natural language processing, image content analysis, and...","Senior Manager, Consumer Data Products",,110000.0
2821,"Blu Chips, Inc","San Diego, CA 92121","Leveraging strong math skills and statistical knowledge to advanced data mining and data analysis activities. Create tools and processes to download data, parse...",Data Scientist,"$150,000 a year",110000.0
2822,Sumo Logic,"Redwood City, CA 94063",Assessing needs and solutions for large-scale data infrastructure. Human experts interacting with and being assisted by powerful machine learning algorithms...,Staff Engineer – Machine Learning,,110000.0
2823,Twitch,"San Francisco, CA","3+ years of experience managing data scientists, including intermediate managers. Hire, retain, and develop outstanding and diverse staff through ownership of...",Director of Data Science,,110000.0
2824,EY,"San Jose, CA","Project manager, AI scientists and engineers. May manage a small number of AI Scientists. May supervise a small number of more junior AI Scientists;...",Global Innovation - Principal AI Scientist (Palo Alto),,110000.0
2825,Workbridge Associates,"Irvine, CA",A revolutionary company in the marketing industry is looking for a Data Scientist. 5+ years’ experience in Data Analytics....,Data Engineer,"$120,000 - $160,000 a year",110000.0
2826,NinthDecimal,"Mountain View, CA",We are looking for an experienced Data Scientist with a track record of developing and taking to production data science based products....,Data Scientist,,110000.0
2827,Affirm,"San Francisco, CA 94126 (Financial District area)",Do you love bringing data to life and driving data driven decision making? Explore vast quantities of data to draw unique insights and patterns in behavior....,Data Scientist - Product Analytics,,110000.0
2828,ThreatMetrix,"San Jose, CA 95113 (Downtown area)","ThreatMetrix is seeking an outgoing, curious, interdisciplinary machine learning scientist that has a passion for modeling and data analysis....",Data Scientist,,110000.0
2829,Intellipro Group Inc.,"Mountain View, CA",Work closely with data scientists and product managers to define and design system architectures. Can work with scientists and product managers smoothly....,Deep-Learning Researcher,,110000.0
2830,MachineZone,"Palo Alto, CA","MZ values execution upon real time data driven decisions. Matplotlip, scipy, numpy, pandas, scikit-learn) or equivalent for data modeling....","Applied Scientist, Marketing Analytics",,110000.0
2831,NVIDIA,"Santa Clara, CA",We are now looking for a Research Scientist (Machine Learning):. NVIDIA is searching for an extraordinary researcher in machine learning to join our research...,Research Scientist (Machine Learning),,110000.0
2832,"Jada Systems, Inc.","Pasadena, CA","Scikit-learn, SciPy, Apache Big Data Suite, openCV. Geospatial / space-based data, Natural Language Processing, Remote Imaging....",Machine Learning Software Engineer,,110000.0
2833,AdRoll,"San Francisco, CA 94103 (South Of Market area)","We are seeking a Data Scientist to improve the sophistication of our supply strategy and campaign performance through experimentation, analysis, and predictive...","Data Scientist, Supply",,110000.0
2834,Upwork,"San Francisco, CA","Senior Data Scientist. We need data scientists to explore, analyze, and leverage our rich set of data to build cutting edge data products....",Senior Data Scientist,,110000.0
2835,EPM Scientific,California,The MSL will be involved with clinical & scientific data exchanges on a range of apheresis therapies and cellular therapy systems....,Sr. Medical Science Liaison,"$130,000 - $150,000 a year",110000.0
2836,Salesforce,"San Francisco, CA","We are looking for a talented data scientist, who can seamlessly move from in-depth large data set analysis to strategic implications discussion with the...",Director of Trailhead Data Analysis and Insights,,110000.0
2837,General Electric,"San Ramon, CA 94583","Architects, Data Scientists, Businesses & Product Managers. Hands-on experience in utilizing Spring Framework (Core, MVC, Integration and Data)....",Staff Software Engineer,,110000.0
2838,TechLink Resources,"Woodland Hills, CA 91367","As a data engineer, you will be responsible for designing and implementing new GCP-based data solutions – new data processing, data sets and systems to support...",Data Engineer,,110000.0
2839,The Aerospace Corporation,"El Segundo, CA 90245","Machine learning, data mining). Experience with modern data analytics (e.g. Experience with data visualization and user interfaces....",Software / Cloud Systems Engineer,,110000.0
2840,CDK Global,"Orange County, CA","From data scientists to sales and client service experts, we’re hiring to support your growth and ours - Green light your career ....",CVR (Computer Vehicle Registration) Product Manager IV,,110000.0
2841,Ygrene Energy Fund,"Petaluma, CA","Experience leading or collaborating with data scientists, tech developers, and business/operations managers. Advanced knowledge of analytic tools, techniques (e...","Director, Analytics and Insights",,110000.0
2842,Natera,"San Carlos, CA 94070",7 years of experience with Finance applications and data centric systems. At least 5+ years proven experience with implementing highly scalable data centric...,Senior Software Engineer - San Carlos,,110000.0
2843,County of Monterey,California,"Collecting, evaluating and interpreting narrative and statistical data. Three (3) years of full-time experience or its equivalent performing varied...",Senior Public Health Microbiologist,,110000.0
2844,NinthDecimal,"Mountain View, CA",We are looking for an experienced Data Scientist with a track record of developing and taking to production data science based products....,Data Scientist,,110000.0
2845,Affirm,"San Francisco, CA 94126 (Financial District area)",Do you love bringing data to life and driving data driven decision making? Explore vast quantities of data to draw unique insights and patterns in behavior....,Data Scientist - Product Analytics,,110000.0
2846,ThreatMetrix,"San Jose, CA 95113 (Downtown area)","ThreatMetrix is seeking an outgoing, curious, interdisciplinary machine learning scientist that has a passion for modeling and data analysis....",Data Scientist,,110000.0
2847,Intellipro Group Inc.,"Mountain View, CA",Work closely with data scientists and product managers to define and design system architectures. Can work with scientists and product managers smoothly....,Deep-Learning Researcher,,110000.0
2848,MachineZone,"Palo Alto, CA","MZ values execution upon real time data driven decisions. Matplotlip, scipy, numpy, pandas, scikit-learn) or equivalent for data modeling....","Applied Scientist, Marketing Analytics",,110000.0
2849,NVIDIA,"Santa Clara, CA",We are now looking for a Research Scientist (Machine Learning):. NVIDIA is searching for an extraordinary researcher in machine learning to join our research...,Research Scientist (Machine Learning),,110000.0
2850,"Jada Systems, Inc.","Pasadena, CA","Scikit-learn, SciPy, Apache Big Data Suite, openCV. Geospatial / space-based data, Natural Language Processing, Remote Imaging....",Machine Learning Software Engineer,,110000.0
