,comp_name,job_location,job_summary,job_title,listed_job_salary,salary_estimated
1404,Scribd,"San Francisco, CA 94107 (South Of Market area)","About the Data Team. 3-5+ years of professional experience in data science. Become a domain expert in all aspects of the Scribd business, product, and data...",Data Scientist,,80000.0
1405,sartorius,California,Sartorius - Principal Engineer/Principal Data Scientist (West Coast). We currently have an outstanding opportunity for a Principal Data Scientist....,Principal Data Scientist,,80000.0
1406,"TrueCar, Inc.","Santa Monica, CA","The Senior Data Scientist will work in a fast-paced environment, with diverse data sets and technologies to produce production quality, scalable, automated,...",Senior Data Scientist,,80000.0
1407,Lattice Engines,"San Mateo, CA 94404","As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional...",Senior Data Scientist,,80000.0
1408,"Faraday Future, Inc.","San Jose, CA",Familiarity with OpenDrive data format and and with HD maps - High-performance GPU programming - Programming experience with OpenGL - Prior work on high...,Senior Data Scientist - Traffic Scenarios and Simulation,,80000.0
1409,Fitbit,"San Francisco, CA 94105 (Financial District area)","Mastery of programming and scientific computation (Python, R), data visualization (d3, shiny) and presenting data in a relatable way....",Senior/Principal Data Scientist,,80000.0
1410,Upwork,"San Francisco, CA",Senior Data Scientist. Upwork is hiring a Senior Data Scientist/Machine Learning Scientist to join our team!...,Senior Data Scientist (Machine Learning),,80000.0
1411,ZestFinance,"Los Angeles, CA","Knowledge of data structures and parallelization. Experience with large scale data storage and analysis (e.g., Spark, MapReduce) is a plus....",Sr. Assoc Machine Learning Modeler / Data Scientist,,80000.0
1412,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,80000.0
1413,eero,"San Francisco, CA","Data powers the future of eero. As a Data Scientist at eero, you will participate in product development by bringing analytical and statistical expertise to...",Data Scientist,,80000.0
1414,Becton Dickinson & Company,"San Diego, CA","Create tools and processes to download data, parse it for relevant content, and store it in existing data management systems....",Data Scientist,,80000.0
1415,Fitbit,"San Francisco, CA 94105 (Financial District area)","Passion for data and data mining. Mine field data generated by Fitbit devices. Design, develop and build scripts to automate data processing....",Firmware Data Scientist,,80000.0
1416,Facebook,"Menlo Park, CA",Experience manipulating data sets through statistical software (ex. You will enjoy working with one of the richest data sets in the world to combine attitudinal...,"Data Scientist, Population and Survey Sciences",,80000.0
